step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,4,0,4,1.0,0.0,6,0,0,0,6,0,0.0,0.0,12.350620242946249,0,0.0,0.8077728796129618,0,0.0,1.0,0,0.0,0.9212716342441544,0,0.0,1.0,0,0.0
10.0,0.0,8,0,8,1.0,0.0,7,0,0,0,7,0,0.0,0.0,12.80805660492112,0,0.0,0.8797544634303657,0,0.0,0.9647241547223123,0,0.0,0.9249658453538709,0,0.0,1.0,0,0.0
15.0,0.0,12,0,12,1.0,0.0,7,0,0,0,7,0,0.0,0.0,9.74491384965374,0,0.0,0.6223386074603879,0,0.0,1.0,0,0.0,0.5333255580825713,0,0.0,1.0,0,0.0
20.0,-0.5,16,0,16,1.0,0.0,7,0,2,0,7,0,8.0,1.1428571428571428,7.681054492952236,1,4.0,0.0804286435649777,0,0.0,1.0,1,4.0,0.6582903496819684,0,0.0,0.9669119395881345,2,8.0
25.0,0.0,20,0,20,1.0,0.0,11,0,0,0,11,0,0.0,0.0,10.230015643781767,0,3.0,0.728841600056822,0,0.0,0.9605253673230604,0,0.0,0.5479609755194843,0,0.0,1.0,0,3.0
30.0,-0.5,24,0,24,1.0,0.0,13,0,2,0,13,0,6.0,0.46153846153846156,10.720773608776405,0,0.0,0.9320953237970334,0,2.0,0.9440471689097345,2,6.0,0.00413926170286594,0,2.0,0.9311758447660208,2,10.0
35.0,-0.25,28,0,28,1.0,0.0,14,0,1,0,14,0,1.0,0.07142857142857142,9.276985637173057,1,1.0,0.40560352792522736,0,2.0,0.9685468577139004,0,9.0,0.18252882469776605,0,2.0,0.858496256266177,1,14.0
40.0,-1.5,32,0,32,1.0,0.0,16,0,6,1,17,0,16.0,1.0,7.42907559228664,4,14.0,0.19457188824002336,1,3.0,0.5060531255472622,0,0.0,0.9483756993458908,1,3.0,0.47585151675086,6,20.0
45.0,-0.75,36,0,36,1.0,0.0,18,0,3,1,19,0,19.0,1.0555555555555556,8.36703220157917,2,22.0,0.5096655946646244,0,1.0,0.6589828292809978,0,0.0,0.9167321658406183,1,1.0,0.003081512848703957,3,24.0
50.0,-1.25,40,0,40,1.0,0.0,19,0,5,4,23,0,37.0,1.9473684210526316,8.878083217461707,2,28.0,0.5824167387943129,1,2.0,0.4992156979864413,1,3.0,0.6083062332959958,1,6.0,0.0,5,39.0
55.0,0.0,44,0,44,1.0,0.0,18,0,0,5,23,0,0.0,0.0,9.673004585711556,0,15.0,0.5899689002238954,0,2.0,0.7244314465508026,0,2.0,0.9224956009000479,0,0.0,1.0,0,19.0
60.0,-0.75,48,0,48,1.0,0.0,15,0,3,8,23,0,6.0,0.4,8.237005839555076,2,5.0,0.21488263765712168,0,2.0,0.9123457779562715,1,3.0,0.13062157416022832,0,4.0,0.9041118353499096,3,14.0
65.0,0.0,52,0,52,1.0,0.0,17,0,0,8,25,0,0.0,0.0,9.81129751680287,0,4.0,0.570481457711033,0,2.0,0.8461305610531634,0,1.0,0.42213350717744574,0,4.0,0.8907347335669531,0,11.0
70.0,-0.75,56,0,56,1.0,0.0,20,1,3,9,29,0,5.0,0.25,10.03090836712424,0,0.0,0.7797146335376458,2,5.0,0.4990194435233407,0,2.0,0.9258223324337241,1,4.0,0.5348268835729749,3,11.0
75.0,-0.25,60,0,60,1.0,0.0,22,0,1,9,31,0,3.0,0.13636363636363635,7.977569073828979,0,0.0,0.6642326588161257,0,5.0,0.2032776932079842,0,2.0,0.784720761379814,1,3.0,0.005325745334700011,1,10.0
80.0,-1.75,64,0,64,1.0,0.0,27,0,7,11,38,0,28.0,1.037037037037037,7.994382479434912,2,6.0,0.5957183451948075,1,3.0,0.4733222819248641,2,8.0,0.4361143678088533,2,13.0,0.0,7,30.0
85.0,-1.5,68,0,68,1.0,0.0,25,0,6,14,39,0,37.0,1.48,7.408667077975115,4,20.0,0.41164503619443804,1,8.0,0.6393936657917579,1,11.0,0.5348224051274392,0,8.0,0.21594314412801593,6,47.0
90.0,-1.5,72,0,72,1.0,0.0,23,0,6,17,40,0,52.0,2.260869565217391,5.832638643854989,3,32.0,0.28589298069016517,1,13.0,0.30610766405106193,2,18.0,0.25307411115341344,0,0.0,1.0,6,63.0
95.0,-1.25,76,0,76,1.0,0.0,22,0,5,19,41,0,32.0,1.4545454545454546,6.650608221056257,4,35.0,0.1618455623144592,0,3.0,0.4709953094295959,1,14.0,0.5520494442963428,0,0.0,1.0,5,52.0
100.0,-0.75,80,0,80,1.0,0.0,21,0,3,23,44,0,10.0,0.47619047619047616,8.32054075010158,3,31.0,0.17621319093937418,0,0.0,0.9246378819674964,0,4.0,0.7925953707627901,0,4.0,0.9342984331469767,3,39.0
105.0,-0.5,84,0,84,1.0,0.0,23,0,2,23,46,0,12.0,0.5217391304347826,9.601850010093619,2,26.0,0.5191378432142837,0,2.0,0.8498469158437304,0,2.0,0.4466767489837574,0,2.0,0.9402263919780979,2,32.0
110.0,-1.25,88,0,88,1.0,0.0,27,0,5,23,50,0,12.0,0.4444444444444444,8.10479682088422,2,20.0,0.5281877679471203,0,2.0,0.9394192891005527,3,11.0,0.4213339069291284,0,2.0,0.6045684266923868,5,35.0
115.0,-1.75,92,0,92,1.0,0.0,28,0,7,24,52,0,26.0,0.9285714285714286,7.119833899751901,2,22.0,0.5894756370812375,1,3.0,0.21379948760490142,0,14.0,0.7224375413177931,4,14.0,0.27943419113879625,7,53.0
120.0,-1.0,96,0,96,1.0,0.0,29,0,4,25,54,0,11.0,0.3793103448275862,6.330104345439957,2,16.0,0.39122451629890775,0,4.0,0.1384335868898347,0,2.0,0.650620676593085,2,22.0,0.1253311781618111,4,44.0
125.0,-1.0,100,0,100,1.0,0.0,29,0,4,26,55,0,14.0,0.4827586206896552,8.047062705222338,2,11.0,0.3668873246409718,0,2.0,0.8478009308870682,2,4.0,0.3139494624433718,0,10.0,0.27923361280592557,4,27.0
